252,274,252,274,274,274,274,274,252,252,252,274,274,274,252,274,274,274,274,252,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274
274,274,274,274,274,272,272,272,272,272,272,274,274,274,274,274,272,271,271,274,274,274,274,274,274,264,274,264,264,264,264,245,264,264,264,265,265,264,264,264,264,264,264,264,264,264,264,264,264,274
274,274,274,286,287,287,287,288,274,274,274,274,271,271,274,274,274,274,273,274,274,274,274,274,264,264,274,264,264,264,264,245,264,264,264,264,264,264,267,273,264,264,264,264,264,264,264,264,264,274
252,274,274,308,309,309,309,310,274,274,274,274,274,376,271,274,274,376,274,274,274,274,274,274,264,274,274,274,264,264,264,264,264,264,264,264,264,264,264,274,264,264,264,264,264,264,264,264,264,274
272,274,274,308,309,309,309,310,274,274,274,274,274,274,273,274,274,274,274,274,274,274,274,274,264,274,274,274,264,274,264,264,143,144,145,264,264,183,264,272,264,264,264,264,264,264,264,264,264,274
272,274,274,308,309,309,309,310,309,309,309,309,309,309,309,376,274,274,274,274,274,274,274,274,274,264,274,274,274,264,265,264,165,166,167,264,264,264,264,264,265,264,264,264,264,264,264,264,264,274
274,274,274,308,309,309,309,310,274,274,273,274,274,274,271,309,274,376,272,272,274,274,274,274,274,274,274,274,264,264,245,264,187,188,189,264,264,264,264,264,245,264,264,264,264,264,264,264,264,274
274,274,274,330,331,331,331,332,274,274,274,271,271,376,271,309,274,274,274,274,274,274,274,274,274,274,274,264,264,264,245,264,264,264,264,264,264,264,264,245,245,264,264,264,264,264,264,264,264,274
252,274,274,274,274,274,274,274,274,274,274,274,274,273,274,309,274,274,271,274,274,274,274,274,274,274,274,264,274,264,265,264,264,264,264,264,264,264,264,244,265,265,264,264,264,264,264,264,264,274
274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,309,274,274,274,274,274,274,274,274,274,264,264,274,274,264,264,265,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,274
274,286,287,288,274,274,274,274,274,274,274,274,274,274,274,309,274,274,274,274,274,274,274,274,264,264,274,274,264,264,264,245,245,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,274
274,308,309,310,274,271,274,274,376,271,274,270,274,286,287,288,274,274,274,274,274,274,274,274,274,274,274,274,264,264,264,245,154,155,156,264,265,264,264,264,264,264,264,264,264,264,264,264,264,274
274,330,331,332,309,309,309,309,309,309,309,309,309,308,309,310,274,274,270,274,274,274,274,274,274,264,274,274,264,264,264,245,176,177,178,264,264,264,267,273,264,208,264,264,264,264,264,264,264,274
274,274,274,274,274,274,376,270,274,274,274,274,274,330,331,332,274,274,274,274,274,274,274,274,264,264,274,264,264,264,264,264,198,199,200,264,267,267,271,274,264,264,264,264,264,264,264,264,264,274
252,274,274,274,274,271,273,274,376,274,274,274,274,309,271,274,274,271,274,274,274,274,274,274,264,274,274,264,264,264,264,264,245,244,264,264,181,183,274,212,212,264,146,264,264,264,264,264,264,274
274,274,274,274,272,274,271,274,271,274,274,273,274,309,274,274,273,274,274,274,274,274,274,274,264,264,274,264,264,264,265,265,264,245,264,265,203,205,274,271,265,265,168,264,264,208,264,264,264,274
274,271,274,274,274,376,272,274,274,274,274,286,287,288,274,274,271,272,271,274,274,274,274,274,264,264,274,264,264,264,264,245,242,264,264,264,265,244,245,244,245,264,190,264,264,230,230,230,264,274
274,274,271,270,274,274,272,274,274,274,274,308,309,310,274,270,272,272,274,274,274,274,274,274,264,264,264,264,264,264,264,264,264,264,264,264,265,264,243,245,245,264,245,264,264,264,265,264,243,274
252,274,271,273,274,274,274,274,274,274,274,330,331,332,309,309,376,309,309,309,309,274,274,274,264,264,264,264,274,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,209,211,245,244,274
274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,309,274,274,274,264,274,274,264,274,264,264,265,265,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,274
274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,309,309,309,264,274,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,274
274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,274
274,110,110,274,274,274,274,274,274,274,110,274,110,110,110,274,274,274,274,274,110,274,274,264,264,264,274,264,264,264,264,264,264,264,264,264,264,264,264,487,264,264,264,264,264,264,264,264,264,274
274,274,110,110,274,274,274,274,110,110,110,274,274,110,110,110,110,274,110,110,274,274,264,264,274,264,264,264,264,264,487,264,264,264,487,487,264,264,264,264,264,264,264,487,264,264,264,264,264,274
